Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
2025-09-30,Valencia,Oviedo,1,2,A,1,0,H,16,10,5,4,14,12,5,4,1,2,0,1,0,0,0
